constituency,ac_number,candidate,party,votes,turnout,reserved,region
Nannilam,169,MOHUMED RIYAS. K,IND,143,,GEN,Delta
Nannilam,169,SURESH. V,IND,104,,GEN,Delta
Nannilam,169,BHARATHIMOHAN.  K.S,IND,103,,GEN,Delta
Nannilam,169,SHANMUGARAJA. D,IND,86,,GEN,Delta
Nannilam,169,SANKAR. R,IND,52,,GEN,Delta
Thiruvidaimarudur,170,GOVI.CHEZHIAAN,DMK,79951,,SC,Delta
Thiruvidaimarudur,170,S.PRABAKARAN,TVK,65835,,SC,Delta
Thiruvidaimarudur,170,ELAMATHI SUBRAMANIAN,AIADMK,52922,,SC,Delta
Thiruvidaimarudur,170,M.DIVYA BHARATHI,NTK,6363,,SC,Delta
Thiruvidaimarudur,170,T.M.PURATCHI MANI,Bahujan Samaj Party,1043,,SC,Delta
Thiruvidaimarudur,170,NOTA,NOTA,747,,SC,Delta
Thiruvidaimarudur,170,P.MANIKANDAN,IND,588,,SC,Delta
Thiruvidaimarudur,170,KANNAIYAN. T,Communist Party of India (Marxist-Leninist) (Liberation),321,,SC,Delta
Thiruvidaimarudur,170,A.VISWANATHAN,Tamizhaga Vaazhvurimai Katchi,273,,SC,Delta
Thiruvidaimarudur,170,DHANASEKAR,IND,266,,SC,Delta
Thiruvidaimarudur,170,L.PRABAKARAN,IND,174,,SC,Delta
Thiruvidaimarudur,170,M.TAMILMARAN,IND,143,,SC,Delta
Thiruvidaimarudur,170,SELVARANI. S,IND,139,,SC,Delta
Thiruvidaimarudur,170,KEERTHIGA. K,IND,95,,SC,Delta
Thiruvidaimarudur,170,ARAVINDARAJ. R,IND,84,,SC,Delta
Kumbakonam,171,VINOTH,TVK,78650,,GEN,Delta
Kumbakonam,171,ANBALAGAN G,DMK,77971,,GEN,Delta
Kumbakonam,171,ASHOKKUMAR R,BJP,40103,,GEN,Delta
Kumbakonam,171,ANANDH M,NTK,7710,,GEN,Delta
Kumbakonam,171,STALIN MA KA,IND,1405,,GEN,Delta
Kumbakonam,171,NOTA,NOTA,960,,GEN,Delta
Kumbakonam,171,SRINIVASAN V,IND,384,,GEN,Delta
Kumbakonam,171,ARIVAZHAGAN K,IND,241,,GEN,Delta
Kumbakonam,171,SUNDAR G,Thamizh Desiya Munnetra Kazhagam,233,,GEN,Delta
Kumbakonam,171,AROKIYARAJ V,Tamizhaga Vaazhvurimai Katchi,196,,GEN,Delta
Kumbakonam,171,VIJAYAKUMAR C,IND,173,,GEN,Delta
Kumbakonam,171,KARTHI G,IND,90,,GEN,Delta
Kumbakonam,171,RAMAMOORTHI R,IND,89,,GEN,Delta
Kumbakonam,171,SENTHAMILSELVI S,IND,83,,GEN,Delta
Papanasam,172,A.M. SHAHJAHAN,IUML,69284,,GEN,Delta
Papanasam,172,AZARUDEEN UDUMAN ALI,TVK,68219,,GEN,Delta
Papanasam,172,DORAI. SHANMUGA PRABU,AIADMK,57072,,GEN,Delta
Papanasam,172,ANIS FATHIMA,NTK,9604,,GEN,Delta
Papanasam,172,NOTA,NOTA,716,,GEN,Delta
Papanasam,172,C. CHANDRASEKARAN,Thamizh Desiya Munnetra Kazhagam,524,,GEN,Delta
Papanasam,172,A. ANIS FATHIMA ABDUL RAHIM,IND,503,,GEN,Delta
Papanasam,172,K. MASILAMANI,Communist Party of India (Marxist-Leninist) (Liberation),355,,GEN,Delta
Papanasam,172,B. DHAMODHARAN,Tamizhaga Vaazhvurimai Katchi,307,,GEN,Delta
Papanasam,172,S. NATARAJAN,IND,297,,GEN,Delta
Papanasam,172,V. THIYAGARAJAN,IND,248,,GEN,Delta
Papanasam,172,V. KULANDHAIVELU,IND,205,,GEN,Delta
Papanasam,172,A S THANGARASU,IND,201,,GEN,Delta
Papanasam,172,K. RAJENDRAN,IND,188,,GEN,Delta
Thiruvaiyaru,173,DURAI. CHANDRASEKARAN,DMK,80425,,GEN,Delta
Thiruvaiyaru,173,MATHI. MANIKANDAN,TVK,71870,,GEN,Delta
Thiruvaiyaru,173,VELU. KARTHIKEYAN,AMMK,55121,,GEN,Delta
Thiruvaiyaru,173,DURAI. SENTHILNATHAN,NTK,10681,,GEN,Delta
Thiruvaiyaru,173,VIJAYA BABU,Tamizhaga Vaazhvurimai Katchi,1130,,GEN,Delta
Thiruvaiyaru,173,NOTA,NOTA,948,,GEN,Delta
Thiruvaiyaru,173,RAJASEKARAN. S,IND,357,,GEN,Delta
Thiruvaiyaru,173,V. VENU,Puthiya Tamilagam,352,,GEN,Delta
Thiruvaiyaru,173,R. RAJKUMAR,IND,306,,GEN,Delta
Thiruvaiyaru,173,S. VIJAYAKUMAR,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,293,,GEN,Delta
Thiruvaiyaru,173,R. SATHIYANARAYANAN,IND,178,,GEN,Delta
Thiruvaiyaru,173,JAYAINDHRAESWARAN,IND,167,,GEN,Delta
Thiruvaiyaru,173,ER.S. ARJUN,IND,156,,GEN,Delta
Thiruvaiyaru,173,ABIMAN,IND,127,,GEN,Delta
Thanjavur,174,R. VIJAYSARAVANAN,TVK,87705,,GEN,Delta
Thanjavur,174,SHAN. RAMANATHAN,DMK,70750,,GEN,Delta
Thanjavur,174,KARUPPU MURUGANANTHAM,BJP,26790,,GEN,Delta
Thanjavur,174,N. KRISHNAKUMAR,NTK,9383,,GEN,Delta
Thanjavur,174,NOTA,NOTA,1274,,GEN,Delta
Thanjavur,174,R. MURALIDHARAN,IND,844,,GEN,Delta
Thanjavur,174,S. KARIKALA CHOLAN,IND,800,,GEN,Delta
Thanjavur,174,S. MUTHUVEL,Bahujan Dravida Party,513,,GEN,Delta
Thanjavur,174,H. MOHAMED ABDUL KHADIR,Tamizhaga Vaazhvurimai Katchi,266,,GEN,Delta
Thanjavur,174,M. SANTHOSH,IND,179,,GEN,Delta
Thanjavur,174,D. KUMARAN,IND,157,,GEN,Delta
Thanjavur,174,R. SABTHAGIRI,IND,137,,GEN,Delta
Orathanadu,175,R. VAITHILINGAM,DMK,86759,,GEN,Delta
Orathanadu,175,DR. K. ARVIND,TVK,51731,,GEN,Delta
Orathanadu,175,M. SEKAR,AIADMK,44260,,GEN,Delta
Orathanadu,175,S.THIRUMURUGAN,NTK,10135,,GEN,Delta
Orathanadu,175,NOTA,NOTA,631,,GEN,Delta
Orathanadu,175,M. SELVARAJ,Party for the Rights of Other backward Classes,548,,GEN,Delta
Orathanadu,175,M. KANAGARAJ,IND,354,,GEN,Delta
Orathanadu,175,C. GUNASEKARAN,Thamizh Desiya Munnetra Kazhagam,352,,GEN,Delta
Orathanadu,175,T. VIJAYAKUMAR,IND,277,,GEN,Delta
Orathanadu,175,A. AJESHKANNAN,IND,257,,GEN,Delta
Pattukkottai,176,ANNADURAI K,DMK,65963,,GEN,Delta
Pattukkottai,176,MATHAN C,TVK,52209,,GEN,Delta
Pattukkottai,176,SEKAR C V,AIADMK,49575,,GEN,Delta
Pattukkottai,176,KANNAN S,NTK,13145,,GEN,Delta
Pattukkottai,176,NOTA,NOTA,738,,GEN,Delta
Pattukkottai,176,GURUMOORTHY M,Puthiya Tamilagam,521,,GEN,Delta
Pattukkottai,176,ANNADURAI C N,IND,382,,GEN,Delta
Pattukkottai,176,ZIAUDEEN A J,IND,289,,GEN,Delta
Pattukkottai,176,MOHAMED SHARIF M,IND,250,,GEN,Delta
Pattukkottai,176,MUTHUKUMAR D,IND,240,,GEN,Delta
Pattukkottai,176,SURESH M R,IND,238,,GEN,Delta
Pattukkottai,176,SURESH R,IND,195,,GEN,Delta
Peravurani,177,ASHOKKUMAR. N,DMK,60919,,GEN,Delta
Peravurani,177,GOVI.ELANGO,AIADMK,57757,,GEN,Delta
Peravurani,177,D.CHANDRAKANDEEBAN,TVK,45576,,GEN,Delta
Peravurani,177,BHUVANA MANIYARASAN,NTK,9122,,GEN,Delta
Peravurani,177,NOTA,NOTA,695,,GEN,Delta
Peravurani,177,R.RAVI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,560,,GEN,Delta
Peravurani,177,PASUMAIBHOOMI NATARAJAN,IND,417,,GEN,Delta
Peravurani,177,NEIVELI SASIKUMAR,Tamizhaga Vaazhvurimai Katchi,415,,GEN,Delta
Peravurani,177,T.ARULMURUGAN,IND,294,,GEN,Delta
Peravurani,177,G.CHITHIRAVELU,Puthiya Tamilagam,278,,GEN,Delta
Peravurani,177,U.UTHAYAKUMAR,IND,241,,GEN,Delta
Gandharvakottai,178,N. SUBRAMANIAN,TVK,58795,,SC,Delta
Gandharvakottai,178,C. UTHAYAKUMAR,BJP,47756,,SC,Delta
Gandharvakottai,178,M. CHINNADURAI,CPI(M),46734,,SC,Delta
Gandharvakottai,178,NATHIYA,NTK,10189,,SC,Delta
Gandharvakottai,178,NOTA,NOTA,1127,,SC,Delta
Gandharvakottai,178,ARUNKUMAR . S,IND,653,,SC,Delta
Gandharvakottai,178,SENTHILKUMAR N,IND,642,,SC,Delta
Gandharvakottai,178,M. LAKSHMANAN,IND,584,,SC,Delta
Gandharvakottai,178,DHANARASU,Namadhu Makkal Katchi,405,,SC,Delta
Gandharvakottai,178,T. MURUGESAN,IND,404,,SC,Delta
Gandharvakottai,178,SASIKUMAR P,IND,329,,SC,Delta
Viralimalai,179,VIJAYABASKAR. C,AIADMK,105773,,GEN,Delta
Viralimalai,179,MURUGESAN. P,TVK,43700,,GEN,Delta
Viralimalai,179,CHELLAPANDIYAN. K.K,DMK,40397,,GEN,Delta
Viralimalai,179,SATHYALAKSHMI. K,NTK,9467,,GEN,Delta
Viralimalai,179,KARTHIKA PRAKASH,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,834,,GEN,Delta
Viralimalai,179,MAHENDIRAN. K,IND,555,,GEN,Delta
Viralimalai,179,THIRUVENDRAN. V,IND,424,,GEN,Delta
Viralimalai,179,NOTA,NOTA,375,,GEN,Delta
Viralimalai,179,PALANISAMY. K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,261,,GEN,Delta
Viralimalai,179,SELVARAJ. A,Puthiya Tamilagam,251,,GEN,Delta
Viralimalai,179,THIRUMURUGAN. K,IND,218,,GEN,Delta
Viralimalai,179,BALAVEL MURUGESAN. T,IND,215,,GEN,Delta
Viralimalai,179,BALASUBRAMANIAN. K.K,IND,205,,GEN,Delta
Viralimalai,179,MANIKANDAN. M,IND,157,,GEN,Delta
Viralimalai,179,JAYAGANDHI. R,IND,153,,GEN,Delta
Viralimalai,179,PALANISAMY. A,IND,134,,GEN,Delta
Viralimalai,179,BALASUBRAMANIAN. M,IND,130,,GEN,Delta
Viralimalai,179,ADAIKALARAJ. S,IND,96,,GEN,Delta
Viralimalai,179,VEERAMANI. M,IND,90,,GEN,Delta
Viralimalai,179,SUBBAIAH. R,IND,75,,GEN,Delta
Viralimalai,179,JOTHIVEL. A,IND,73,,GEN,Delta
Viralimalai,179,THIRUMURUGAN. A,IND,70,,GEN,Delta
Viralimalai,179,CHANDRAJOTHI. M,IND,60,,GEN,Delta
Viralimalai,179,MATHIYALAGAN. G,IND,58,,GEN,Delta
Viralimalai,179,VEERAMANI. M,IND,56,,GEN,Delta
Viralimalai,179,ALAGAR. P ADVOCATE,IND,52,,GEN,Delta
Viralimalai,179,RAJA. P,IND,42,,GEN,Delta
Pudukkottai,180,V. MUTHURAJA,DMK,66825,,GEN,Delta
Pudukkottai,180,K.M. SHARIFF,TVK,64958,,GEN,Delta
Pudukkottai,180,N. RAMACHANDRAN,BJP,41089,,GEN,Delta
Pudukkottai,180,EZHILARASI VIJAYENDRAN,NTK,11673,,GEN,Delta
Pudukkottai,180,K. KAILASAKUMAR,IND,669,,GEN,Delta
Pudukkottai,180,E. RAMALINGAM,Party for the Rights of Other backward Classes,510,,GEN,Delta
Pudukkottai,180,NOTA,NOTA,467,,GEN,Delta
Pudukkottai,180,SENTHILNATHAN .B,IND,466,,GEN,Delta
Pudukkottai,180,S. NIYAZ AHAMED,Tamizhaga Vaazhvurimai Katchi,372,,GEN,Delta
Pudukkottai,180,S. SELVARAJ,IND,351,,GEN,Delta
Pudukkottai,180,G. DURAISARAVANAN,IND,324,,GEN,Delta
Pudukkottai,180,C. GOVINDASAMY,IND,239,,GEN,Delta
Pudukkottai,180,C. KARUPPAIAH,IND,233,,GEN,Delta
Pudukkottai,180,A. SUBARESH RAJA,IND,232,,GEN,Delta
Pudukkottai,180,KANGATHARAN .P,IND,210,,GEN,Delta
Pudukkottai,180,D. RAMESH,IND,193,,GEN,Delta
Pudukkottai,180,R. SIVAKUMAR,IND,192,,GEN,Delta
Pudukkottai,180,R. RAMACHANDRAN,IND,190,,GEN,Delta
Pudukkottai,180,V.R. JAYAKUMAR,IND,129,,GEN,Delta
Pudukkottai,180,RAMACHANDRAN .C,IND,128,,GEN,Delta
Pudukkottai,180,K. RENGAN,Puthiya Tamilagam,122,,GEN,Delta
Pudukkottai,180,C. KARUPPAIAH,IND,112,,GEN,Delta
Pudukkottai,180,K. DHANAGOPAL,IND,102,,GEN,Delta
Pudukkottai,180,G. MANIMEGALAI,Communist Party of India (Marxist-Leninist) (Liberation),100,,GEN,Delta
Pudukkottai,180,C. RAMACHANDRAN,IND,89,,GEN,Delta
Pudukkottai,180,M. A. MUTHUKUMAR,IND,83,,GEN,Delta
Pudukkottai,180,G. ARIVAZHAGAN,IND,81,,GEN,Delta
Pudukkottai,180,A. RAJASEKAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,74,,GEN,Delta
Pudukkottai,180,K. MURUGESAN,IND,64,,GEN,Delta
Pudukkottai,180,G. MUTHURAJ,IND,62,,GEN,Delta
Pudukkottai,180,A. RADHAKRISHNAN,IND,39,,GEN,Delta
Thirumayam,181,REGUPATHY.S,DMK,58201,,GEN,Delta
Thirumayam,181,CHINTHAMANI.C,TVK,56709,,GEN,Delta
Thirumayam,181,VAIRAMUTHU.PK,AIADMK,55464,,GEN,Delta
Thirumayam,181,LAKSHMI SRINIVASAN,NTK,9102,,GEN,Delta
Thirumayam,181,NOTA,NOTA,945,,GEN,Delta
Thirumayam,181,SUBBIAH.A,Puthiya Tamilagam,359,,GEN,Delta
Thirumayam,181,DURAIRAJAN.M,IND,289,,GEN,Delta
Thirumayam,181,RAMNATH.T,IND,287,,GEN,Delta
Thirumayam,181,SUBRAMANIAN.P,IND,279,,GEN,Delta
Thirumayam,181,ESWAR.S,IND,238,,GEN,Delta
Thirumayam,181,MUTHUKARUPPAN.CN,Party for the Rights of Other backward Classes,228,,GEN,Delta
Thirumayam,181,CHINNATHAMBI.P,IND,193,,GEN,Delta
Thirumayam,181,RAJA.K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,135,,GEN,Delta
Thirumayam,181,RAMSINGH.SK,Tamizhaga Vaazhvurimai Katchi,97,,GEN,Delta
Thirumayam,181,SATHISHKUMAR.M,IND,86,,GEN,Delta
Alangudi,182,SIVA.V.MEYYANATHAN,DMK,64929,,GEN,Delta
Alangudi,182,KANDASAMY,TVK,51952,,GEN,Delta
Alangudi,182,DHANA VIMAL,AIADMK,50063,,GEN,Delta
Alangudi,182,R.RAJARAM,NTK,10652,,GEN,Delta
Alangudi,182,NOTA,NOTA,673,,GEN,Delta
Alangudi,182,D.PUSHPARAJ,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,618,,GEN,Delta
Alangudi,182,R.SURESH,Party for the Rights of Other backward Classes,530,,GEN,Delta
Alangudi,182,S MALAIYANDI,Akila Inthiya Makkal Marumalarchi Kazhakam,184,,GEN,Delta
Alangudi,182,K.MURUGESAN,IND,174,,GEN,Delta
Alangudi,182,SASIKUMAR.P,IND,158,,GEN,Delta
Alangudi,182,B.SELVAM,IND,136,,GEN,Delta
Alangudi,182,S.VANMEGANADHAN,IND,132,,GEN,Delta
Alangudi,182,M.NAGARAJAN,IND,125,,GEN,Delta
Alangudi,182,T.THIRUMARAN,IND,91,,GEN,Delta
Alangudi,182,V.KANNADASSAN,IND,66,,GEN,Delta
Aranthangi,183,MOHAMED FARVAS. J,TVK,73244,,GEN,Delta
Aranthangi,183,RAMACHANDRAN . T,INC,63182,,GEN,Delta
Aranthangi,183,KAVITHA SRIKANTH,BJP,31456,,GEN,Delta
Aranthangi,183,MUTHULAKSHMI. S,NTK,9975,,GEN,Delta
Aranthangi,183,SHAHUL HAMEED . N,IND,798,,GEN,Delta
Aranthangi,183,NAZIM KHAN. M,Tamizhaga Vaazhvurimai Katchi,774,,GEN,Delta
Aranthangi,183,KALIMUTHU. P,IND,762,,GEN,Delta
Aranthangi,183,NOTA,NOTA,580,,GEN,Delta
Aranthangi,183,DHETCHNA MOORTHY. DOCTOR. S,IND,408,,GEN,Delta
Aranthangi,183,ABDUL JAFFAR. S,IND,322,,GEN,Delta
Aranthangi,183,MURUGARETHINAM. T,IND,305,,GEN,Delta
Aranthangi,183,SUNDAR . A,IND,293,,GEN,Delta
Aranthangi,183,ARUNAGIRI . M,IND,210,,GEN,Delta
Aranthangi,183,KARTHIKEYAN. N,IND,149,,GEN,Delta
Aranthangi,183,AIYAPPAN,IND,138,,GEN,Delta
Aranthangi,183,UDAIYAPPAN. M,IND,134,,GEN,Delta
Karaikudi,184,DR.PRABHU. TK,TVK,101358,,GEN,South
Karaikudi,184,MANGUDI. S,INC,55284,,GEN,South
Karaikudi,184,DHERPOKI V.PANDI,AMMK,33352,,GEN,South
Karaikudi,184,SEEMAN,NTK,30793,,GEN,South
Karaikudi,184,NEWTON BABU. C,Puthiya Tamilagam,796,,GEN,South
Karaikudi,184,VELU. K,IND,689,,GEN,South
Karaikudi,184,KALIMUTHU. A,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,602,,GEN,South
Karaikudi,184,KARUPPIAH. K,Republican Party of India (Athawale),590,,GEN,South
Karaikudi,184,DINESH. K,IND,531,,GEN,South
Karaikudi,184,NOTA,NOTA,519,,GEN,South
Karaikudi,184,PRABU. G,IND,502,,GEN,South
Karaikudi,184,MANIMARAN. R,IND,471,,GEN,South
Karaikudi,184,KALIDASS. R,IND,469,,GEN,South
Karaikudi,184,RANJITHKUMAR BALUSAMY,Bahujan Samaj Party,458,,GEN,South
Karaikudi,184,PANDI. S,IND,361,,GEN,South
Karaikudi,184,JEEVITHA. A,IND,321,,GEN,South
Karaikudi,184,AZIZ ABDUL RAHMAN. J,Samaniya Makkal Nala Katchi,315,,GEN,South
Karaikudi,184,SHANTHI. B,IND,263,,GEN,South
Karaikudi,184,LAKSHMANAN. R,IND,258,,GEN,South
Karaikudi,184,VEERAMANIKANDAN. V,IND,236,,GEN,South
Karaikudi,184,RAMU. M,IND,216,,GEN,South
Karaikudi,184,SURESH. V,IND,216,,GEN,South
Karaikudi,184,MUTHUKUMAR. K,IND,175,,GEN,South
Karaikudi,184,SELVI. K,IND,169,,GEN,South
Karaikudi,184,UDHUMAN ALI. M.S,IND,166,,GEN,South
Karaikudi,184,RAMANATHAN. S.V,IND,157,,GEN,South
Tiruppattur,185,SEENIVASA SETHUPATHY. R,TVK,83375,,GEN,South
Tiruppattur,185,PERIAKARUPPAN. KR,DMK,83374,,GEN,South
Tiruppattur,185,THIRUMARAN. K.C,BJP,29054,,GEN,South
Tiruppattur,185,RAMYA MOHAN,NTK,15291,,GEN,South
Tiruppattur,185,RAJA. K.P.M,IND,753,,GEN,South
Tiruppattur,185,NOTA,NOTA,747,,GEN,South
Tiruppattur,185,UMADEVI. S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,611,,GEN,South
Tiruppattur,185,VISHWANATHAN. S,IND,496,,GEN,South
Tiruppattur,185,SHANMUGAM. M,IND,383,,GEN,South
Tiruppattur,185,DR.VINAYAGA MEYYARASU. T,IND,380,,GEN,South
Tiruppattur,185,MARIMUTHU. S,IND,350,,GEN,South
Tiruppattur,185,BAKIYALAKSHMI. M,IND,266,,GEN,South
Tiruppattur,185,PIRAMAN. P,IND,223,,GEN,South
Tiruppattur,185,MALLIKA. A,IND,143,,GEN,South
Tiruppattur,185,SETHU. P,IND,135,,GEN,South
Tiruppattur,185,PANCHAVARNAM. M,IND,129,,GEN,South
Sivaganga,186,KULANTHAI RANI A,TVK,73737,,GEN,South
Sivaganga,186,SENTHILNATHAN PR,AIADMK,58656,,GEN,South
Sivaganga,186,KARUNAAS S,DMK,57300,,GEN,South
Sivaganga,186,INDHUJA R,NTK,19021,,GEN,South
Sivaganga,186,MURUGANANTHAM GURU,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,1186,,GEN,South
Sivaganga,186,NOTA,NOTA,1053,,GEN,South
Sivaganga,186,MARIMUTHU K,Bahujan Samaj Party,447,,GEN,South
Sivaganga,186,KARTHIK M,IND,369,,GEN,South
Sivaganga,186,RAJAMANICKAM M,Desiya Makkal Sakthi Katchi,319,,GEN,South
Sivaganga,186,PAULSAMY,IND,282,,GEN,South
Sivaganga,186,PRABAKARAN S.T,IND,282,,GEN,South
Sivaganga,186,NAGAPRABU,IND,264,,GEN,South
Sivaganga,186,RAJESH X,Tamizhaga Vaazhvurimai Katchi,263,,GEN,South
Sivaganga,186,RAJKUMAR C,Party for the Rights of Other backward Classes,223,,GEN,South
Sivaganga,186,KALEESWARAN M,IND,210,,GEN,South
Sivaganga,186,RAMESH K,IND,195,,GEN,South
Sivaganga,186,SANTHANAM,IND,161,,GEN,South
Sivaganga,186,IRUDAYARAJ V,IND,99,,GEN,South
Manamadurai,187,ELANGOVAN.D,TVK,69971,,SC,South
Manamadurai,187,TAMILARASI.A,DMK,68763,,SC,South
Manamadurai,187,BALAGANAPATHY.V,BJP,42610,,SC,South
Manamadurai,187,SHANMUGAPRIYA.M,NTK,19676,,SC,South
Manamadurai,187,ARUMUGAM.V,Republican Party of India,1692,,SC,South
Manamadurai,187,THILAGARAJ.K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,1686,,SC,South
Manamadurai,187,NOTA,NOTA,846,,SC,South
Manamadurai,187,RAJAMANIKKAM.A,Puthiya Tamilagam,706,,SC,South
Manamadurai,187,BHARATHIDASAN.S,IND,612,,SC,South
Manamadurai,187,ARUNPANDIAN.A,Tamizhaga Vaazhvurimai Katchi,484,,SC,South
Manamadurai,187,VEERAPANDI.V,IND,428,,SC,South
Manamadurai,187,RAJU.J.M,IND,328,,SC,South
Manamadurai,187,SATHISH.T,IND,317,,SC,South
Manamadurai,187,SHANKARGANESAN.S,IND,263,,SC,South
Manamadurai,187,KARUPPUSAMI.V,IND,261,,SC,South
Melur,188,P.VISWANATHAN,INC,60080,,GEN,South
Melur,188,A.MADURAIVEERAN,TVK,57356,,GEN,South
Melur,188,P.PERIYAPULLAN (A) SELVAM,AIADMK,56744,,GEN,South
Melur,188,KOTTAIKUMAR,NTK,9570,,GEN,South
Melur,188,SONIAGANDHI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,2628,,GEN,South
Melur,188,M.MURUGAN,IND,2170,,GEN,South
Melur,188,NOTA,NOTA,554,,GEN,South
Melur,188,M.PANNEERSELVAM,Puthiya Tamilagam,423,,GEN,South
Melur,188,C.RAMESH,IND,317,,GEN,South
Melur,188,K.MEYYAR,Communist Party of India (Marxist-Leninist) (Liberation),276,,GEN,South
Melur,188,C.MOHANRAM,IND,269,,GEN,South
Melur,188,K.MANIKANDAPRABU,IND,138,,GEN,South
Melur,188,S.BOOPATHI,IND,116,,GEN,South
Melur,188,K.SETHURAMAN,IND,85,,GEN,South
Madurai East,189,KARTHIKEYAN S,TVK,118777,,GEN,South
Madurai East,189,MOORTHY P,DMK,102230,,GEN,South
Madurai East,189,MAHENDRAN K,AIADMK,31016,,GEN,South
Madurai East,189,SELVAM K,NTK,13629,,GEN,South
Madurai East,189,PRINCE S,Republican Party of India (Athawale),1591,,GEN,South
Madurai East,189,NOTA,NOTA,1177,,GEN,South
Madurai East,189,KARTHIKEYAN G,IND,750,,GEN,South
Madurai East,189,BHARATHIRAJA A,Puthiya Tamilagam,594,,GEN,South
Madurai East,189,MUGESHKUMAR M,IND,561,,GEN,South
Madurai East,189,PITCHAI V,IND,240,,GEN,South
Madurai East,189,ARUN PANDIAN A J,IND,217,,GEN,South
Madurai East,189,ARASU S,IND,196,,GEN,South
Madurai East,189,AJAY KANNAN A,IND,163,,GEN,South
Madurai East,189,BOOMIRAJAN K,Tamizhaga Vaazhvurimai Katchi,159,,GEN,South
Madurai East,189,VELLADURAI A,IND,145,,GEN,South
Madurai East,189,CHANDRA MOULISWARAN A,IND,121,,GEN,South
Sholavandan,190,KARUPPAIAH.M.V,TVK,63907,,SC,South
Sholavandan,190,VENKATESAN.A,DMK,61229,,SC,South
Sholavandan,190,MANICKAM.K,AIADMK,49494,,SC,South
Sholavandan,190,NAGALAKSHMI THIRUMARAN.T,NTK,10430,,SC,South
Sholavandan,190,BALAMURUGAN.K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,2091,,SC,South
Sholavandan,190,NOTA,NOTA,571,,SC,South
Sholavandan,190,RAGHU.K,Puthiya Tamilagam,265,,SC,South
Sholavandan,190,BALAMURUGAN.R,IND,203,,SC,South
Sholavandan,190,THANGAPANDI.P,Tamizhaga Vaazhvurimai Katchi,195,,SC,South
Sholavandan,190,RANJITH KUMAR.S,IND,187,,SC,South
Sholavandan,190,GUNASEKARAN.P,IND,186,,SC,South
Sholavandan,190,BALAMURUGAN.C,IND,143,,SC,South
Sholavandan,190,AJAY SUBASH.B,IND,72,,SC,South
Sholavandan,190,RAMADOSS.C,Indhu Dravida Makkal Katchi,65,,SC,South
Sholavandan,190,KRISHNASAMY.P,IND,42,,SC,South
Madurai North,191,A.KALLANAI,TVK,72853,,GEN,South
Madurai North,191,G.THALAPATHI,DMK,54815,,GEN,South
Madurai North,191,P.SARAVANAN,AIADMK,24982,,GEN,South
Madurai North,191,V THIRUNAVUKKARASU,NTK,7415,,GEN,South
Madurai North,191,NOTA,NOTA,753,,GEN,South
Madurai North,191,D.MOHAMED ISMAIL,IND,164,,GEN,South
Madurai North,191,R RAJKUMAR,Naam Indiar Party,138,,GEN,South
Madurai North,191,A.RAJANGAM,IND,135,,GEN,South
Madurai North,191,M J VOLTAIRE,Socialist Unity Centre Of India (COMMUNIST),122,,GEN,South
Madurai North,191,M.P.SANKARAPANDI,IND,122,,GEN,South
Madurai North,191,P MUTHUSAMY,IND,101,,GEN,South
Madurai North,191,C.SATHISHKUMAR,IND,94,,GEN,South
Madurai North,191,J.KESAVARAJAH,IND,82,,GEN,South
Madurai North,191,N.KUPPUSAMY,IND,25,,GEN,South
Madurai South,192,M.M.GOPISON,TVK,62415,,GEN,South
Madurai South,192,M.BOOMINATHAN,DMK,40886,,GEN,South
Madurai South,192,RAAMA SREENIVASAN,BJP,31100,,GEN,South
Madurai South,192,B.M.SUMATHY,NTK,5863,,GEN,South
Madurai South,192,NOTA,NOTA,612,,GEN,South
Madurai South,192,S.IRUTHYARAJ,Tamizhaga Vaazhvurimai Katchi,370,,GEN,South
Madurai South,192,K.JEYA,IND,257,,GEN,South
Madurai Central,193,MADHAR BADHURUDEEN,TVK,63414,,GEN,South
Madurai Central,193,PALANIVEL THIAGA RAJAN,DMK,44286,,GEN,South
Madurai Central,193,SUNDAR  C,AIADMK,33538,,GEN,South
Madurai Central,193,ABDUL HAKEEM  K,NTK,5549,,GEN,South
Madurai Central,193,NOTA,NOTA,656,,GEN,South
Madurai Central,193,SAKKARAVARTHY P,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,313,,GEN,South
Madurai Central,193,RAMAR PANDI  T,Bahujan Samaj Party,268,,GEN,South
Madurai Central,193,AVADAINATHAN  V,IND,145,,GEN,South
Madurai Central,193,SALEEM,IND,105,,GEN,South
Madurai Central,193,RAJENDRAN R,IND,92,,GEN,South
Madurai Central,193,MANIVANNAN,IND,83,,GEN,South
