constituency,ac_number,candidate,party,votes,turnout,reserved,region
Karaikudi,184,B.Vanitha,Puthiya Tamilagam,702,66.23,GEN,South
Karaikudi,184,N.Baluswamy,BSP,652,66.23,GEN,South
Karaikudi,184,N.Meenal,IND,548,66.23,GEN,South
Karaikudi,184,K.Velu,IND,504,66.23,GEN,South
Karaikudi,184,M.Naina Mohamed,IND,416,66.23,GEN,South
Karaikudi,184,A.Ganesan,IND,346,66.23,GEN,South
Karaikudi,184,Rajkumar.G,Anna MGR Dravida Makkal Kalgam,341,66.23,GEN,South
Karaikudi,184,A.Paramasivam,IND,192,66.23,GEN,South
Tiruppattur,185,KR.PERIYAKARUPPAN,DMK,103682,71.98,GEN,South
Tiruppattur,185,MARUDHU ALAGURAJ,AIADMK,66308,71.98,GEN,South
Tiruppattur,185,KOTTAIKUMAR,NTK,14571,71.98,GEN,South
Tiruppattur,185,C.PARAMASIVAM,IND,13202,71.98,GEN,South
Tiruppattur,185,K.K.UMADHEVAN,AMMK,7448,71.98,GEN,South
Tiruppattur,185,A.AMALAN SAVARIMUTHU,IJK,862,71.98,GEN,South
Tiruppattur,185,None Of The Above,NOTA,853,71.98,GEN,South
Tiruppattur,185,PERIYASAMY,IND,605,71.98,GEN,South
Tiruppattur,185,A.PARTHASARATHY,IND,465,71.98,GEN,South
Tiruppattur,185,A.MALLIKA,IND,444,71.98,GEN,South
Tiruppattur,185,K.S.K.RAJESH,IND,352,71.98,GEN,South
Tiruppattur,185,PALANIAPPAN,IND,333,71.98,GEN,South
Tiruppattur,185,M.SARASWATHI,Puthiya Tamilagam,241,71.98,GEN,South
Tiruppattur,185,P.SELVARAJ,IND,221,71.98,GEN,South
Tiruppattur,185,P.RAJESWARI,IND,152,71.98,GEN,South
Tiruppattur,185,K.VEERAPANDIAN,My India Party,144,71.98,GEN,South
Tiruppattur,185,M.MOHAMED RABEEK,IND,122,71.98,GEN,South
Tiruppattur,185,P.JEYACHANDRAN,IND,115,71.98,GEN,South
Tiruppattur,185,S.MURUGAN,Anaithu Makkal Puratchi Katchi,96,71.98,GEN,South
Tiruppattur,185,G.ABDUL KISHORE BABU,IND,85,71.98,GEN,South
Tiruppattur,185,A.KARTHIKA,IND,80,71.98,GEN,South
Tiruppattur,185,RM.MURUGESAN,IND,69,71.98,GEN,South
Tiruppattur,185,C.KANNAN,IND,68,71.98,GEN,South
Tiruppattur,185,MUTHULAKSHMI,IND,65,71.98,GEN,South
Tiruppattur,185,J.VEERAYI,IND,65,71.98,GEN,South
Tiruppattur,185,ANANDHAN K,IND,62,71.98,GEN,South
Tiruppattur,185,RENUKA,IND,56,71.98,GEN,South
Sivaganga,186,PR. Senthilnathan,AIADMK,82153,66.29,GEN,South
Sivaganga,186,S. Gunasekaran,CPI,70900,66.29,GEN,South
Sivaganga,186,R. Mallika,NTK,22500,66.29,GEN,South
Sivaganga,186,K. Anbarasan,AMMK,19824,66.29,GEN,South
Sivaganga,186,Joseph. C,MNM,2105,66.29,GEN,South
Sivaganga,186,P. Viswanathan,IND,1332,66.29,GEN,South
Sivaganga,186,None Of The Above,NOTA,1270,66.29,GEN,South
Sivaganga,186,N. Pandimuthu,My India Party,373,66.29,GEN,South
Sivaganga,186,Dr. A. Parthasarathy,IND,345,66.29,GEN,South
Sivaganga,186,Vimalraj,IND,309,66.29,GEN,South
Sivaganga,186,Vadivel. C,Anaithu Makkal Puratchi Katchi,241,66.29,GEN,South
Sivaganga,186,M. Ravi,IND,175,66.29,GEN,South
Sivaganga,186,R. Gunasekaran,IND,155,66.29,GEN,South
Sivaganga,186,M. Thirukumaran,IND,127,66.29,GEN,South
Sivaganga,186,K. Kalaiselvam,IND,123,66.29,GEN,South
Sivaganga,186,C. Kaningprabhu,IND,112,66.29,GEN,South
Manamadurai,187,Tamilarasi A.,DMK,89364,72.05,SC,South
Manamadurai,187,Nagarajan S.,AIADMK,75273,72.05,SC,South
Manamadurai,187,Shanmugapriya M.,NTK,23228,72.05,SC,South
Manamadurai,187,Mariappankennady S.,AMMK,10231,72.05,SC,South
Manamadurai,187,Sivasankari P.,MNM,2257,72.05,SC,South
Manamadurai,187,None Of The Above,NOTA,1333,72.05,SC,South
Manamadurai,187,Rajaiah  C.,IND,371,72.05,SC,South
Manamadurai,187,Chandrasekar M.,Anaithu Makkal Puratchi Katchi,229,72.05,SC,South
Manamadurai,187,Muthumari K.,IND,185,72.05,SC,South
Manamadurai,187,Thamaraiselvi S.,IND,142,72.05,SC,South
Manamadurai,187,Muralitharan M.,Anna MGR Dravida Makkal Kalgam,128,72.05,SC,South
Manamadurai,187,Duraipandi M.,IND,125,72.05,SC,South
Manamadurai,187,Rajendran A.,My India Party,111,72.05,SC,South
Manamadurai,187,Karuppaiah S.,IND,84,72.05,SC,South
Melur,188,PERIYAPULLAN @ SELVAM  P.,AIADMK,83344,74.23,GEN,South
Melur,188,RAVICHANDRAN  T.,INC,48182,74.23,GEN,South
Melur,188,SELVARAJ  A.,AMMK,34262,74.23,GEN,South
Melur,188,KARUPPUSAMY  P.,NTK,10669,74.23,GEN,South
Melur,188,KATHIRESAN  K.,MNM,2176,74.23,GEN,South
Melur,188,None Of The Above,NOTA,884,74.23,GEN,South
Melur,188,PANDI  K.,IND,736,74.23,GEN,South
Melur,188,BALAN  T.,IND,630,74.23,GEN,South
Melur,188,GOBALAKRISHNAN  M.,IND,350,74.23,GEN,South
Melur,188,MOHANRAM  C.,IND,342,74.23,GEN,South
Melur,188,DHINAKARAN  S.,IND,274,74.23,GEN,South
Melur,188,SENTHILRAJ  K.,My India Party,270,74.23,GEN,South
Melur,188,KANNAN  P.,IND,258,74.23,GEN,South
Melur,188,NAGENDRAN  N.,IND,200,74.23,GEN,South
Melur,188,SIVASAMY  R.,IND,110,74.23,GEN,South
Melur,188,DHARMAR  P.,IND,95,74.23,GEN,South
Madurai East,189,MOORTHY P,DMK,122729,71.34,GEN,South
Madurai East,189,GOPALAKRISHNAN R,AIADMK,73125,71.34,GEN,South
Madurai East,189,LATHA J,NTK,17668,71.34,GEN,South
Madurai East,189,MUTHUKRISHNAN I,MNM,11993,71.34,GEN,South
Madurai East,189,SARAVANAN T,AMMK,6729,71.34,GEN,South
Madurai East,189,None Of The Above,NOTA,1944,71.34,GEN,South
Madurai East,189,BALAMURUGAN A,Puthiya Tamilagam,1755,71.34,GEN,South
Madurai East,189,PALANIAMMAL P,IND,349,71.34,GEN,South
Madurai East,189,CHANDRASEKARAN V,IND,346,71.34,GEN,South
Madurai East,189,MUSTAK MOHAMED.A.K,Tipu Sultan Party,308,71.34,GEN,South
Madurai East,189,GANDHI K,IND,233,71.34,GEN,South
Madurai East,189,JEYAKUMAR P,IND,232,71.34,GEN,South
Madurai East,189,MUTHU KRISHNAN M,Anaithu Makkal Puratchi Katchi,152,71.34,GEN,South
Madurai East,189,RAJA P,My India Party,122,71.34,GEN,South
Madurai East,189,PRABAHARAN M,Bahujan Dravida Party,112,71.34,GEN,South
Madurai East,189,DINESH G,IND,95,71.34,GEN,South
Sholavandan,190,VENKATESAN A,DMK,84240,79.49,SC,South
Sholavandan,190,MANICKAM K,AIADMK,67195,79.49,SC,South
Sholavandan,190,SENGANNAN G,NTK,13936,79.49,SC,South
Sholavandan,190,JEYALAKSHMI M,DMDK,3582,79.49,SC,South
Sholavandan,190,YOGANATHAN S,MNM,3031,79.49,SC,South
Sholavandan,190,None Of The Above,NOTA,961,79.49,SC,South
Sholavandan,190,MOORTHI M,IND,363,79.49,SC,South
Sholavandan,190,RAJKUMAR V,IND,353,79.49,SC,South
Sholavandan,190,KANDAVEL S,IND,294,79.49,SC,South
Sholavandan,190,INDURANI S,Puthiya Tamilagam,250,79.49,SC,South
Sholavandan,190,MOORTHY P,IND,200,79.49,SC,South
Sholavandan,190,SILAMBARASAN P,Bahujan Dravida Party,146,79.49,SC,South
Sholavandan,190,MALAICHAMY A,IND,133,79.49,SC,South
Sholavandan,190,ESWARI T,CPI(ML)(L),125,79.49,SC,South
Sholavandan,190,KATHIRESAN P,IND,104,79.49,SC,South
Sholavandan,190,VARATHARAJAN C,IND,89,79.49,SC,South
Sholavandan,190,DHANAGOPAL S,IND,88,79.49,SC,South
Sholavandan,190,KRISHNASAMY P,IND,84,79.49,SC,South
Sholavandan,190,RAJKUMAR K,My India Party,71,79.49,SC,South
Sholavandan,190,SEKAR N,IND,70,79.49,SC,South
Sholavandan,190,VETRIVEL J,IND,46,79.49,SC,South
Madurai North,191,THALAPATHI G,DMK,73010,63.6,GEN,South
Madurai North,191,SARAVANAN P,BJP,50094,63.6,GEN,South
Madurai North,191,ANBARASI S,NTK,15311,63.6,GEN,South
Madurai North,191,ALAGAR M,MNM,12102,63.6,GEN,South
Madurai North,191,JEYAPAL M,AMMK,3280,63.6,GEN,South
Madurai North,191,None Of The Above,NOTA,1564,63.6,GEN,South
Madurai North,191,NATARAJAN R,IND,168,63.6,GEN,South
Madurai North,191,VASANTHAKUMAR S,Anna Dravidar Kazhagam,167,63.6,GEN,South
Madurai North,191,SANKARAPANDI P,IND,163,63.6,GEN,South
Madurai North,191,ABUBAKKAR SITHICK J,IND,139,63.6,GEN,South
Madurai North,191,THEIVAMMAL K,IND,125,63.6,GEN,South
Madurai North,191,VOLTAIRE M J,SUCI,115,63.6,GEN,South
Madurai North,191,ISMAIL D,IND,105,63.6,GEN,South
Madurai North,191,RAAM VISHWAKARMA T,IND,94,63.6,GEN,South
Madurai North,191,KESAVARAJAH J,IND,70,63.6,GEN,South
Madurai North,191,KUPPUSAMY N,IND,49,63.6,GEN,South
Madurai South,192,BOOMINATHAN.M,DMK,62812,63.8,GEN,South
Madurai South,192,SARAVANAN. S.S,AIADMK,56297,63.8,GEN,South
Madurai South,192,ESWARAN.G,MNM,12821,63.8,GEN,South
Madurai South,192,ABBAS.M,NTK,10483,63.8,GEN,South
Madurai South,192,RAAJALINGAM.SHA,AMMK,2672,63.8,GEN,South
Madurai South,192,None Of The Above,NOTA,1551,63.8,GEN,South
Madurai South,192,SARAVANAN.R,IND,257,63.8,GEN,South
Madurai South,192,JEYA.K,IND,178,63.8,GEN,South
Madurai South,192,RAJKUMAR(a)MANIKANDAN.K,IND,162,63.8,GEN,South
Madurai South,192,VENGADACHALAPATHY.T.S,IND,159,63.8,GEN,South
Madurai South,192,BHARATHI KANNAMMA. S,New Generation People’s Party,140,63.8,GEN,South
Madurai South,192,RAVICHANDRAN.V.C,IND,116,63.8,GEN,South
Madurai South,192,SADAM HUSSAIN.K,My India Party,104,63.8,GEN,South
Madurai South,192,UMESH.K.R,IND,81,63.8,GEN,South
Madurai Central,193,PALANIVEL THIAGA RAJAN,DMK,73205,61.03,GEN,South
Madurai Central,193,JOTHI MUTHURAMALINGAM N,AIADMK,39029,61.03,GEN,South
Madurai Central,193,MANI B,MNM,14495,61.03,GEN,South
Madurai Central,193,PANDIAMMAL J,NTK,11215,61.03,GEN,South
Madurai Central,193,KREMMER SURESH,IND,4907,61.03,GEN,South
Madurai Central,193,SIKKANDAR BATCHA G S,SDPI,3347,61.03,GEN,South
Madurai Central,193,None Of The Above,NOTA,1441,61.03,GEN,South
Madurai Central,193,KRISHNAPRABBU M R,IND,440,61.03,GEN,South
Madurai Central,193,ESWARI M,My India Party,287,61.03,GEN,South
Madurai Central,193,THAVAMANI A,BSP,286,61.03,GEN,South
Madurai Central,193,ELANGOVAN R,IND,264,61.03,GEN,South
Madurai Central,193,RAJASURIYAA K R,IND,193,61.03,GEN,South
Madurai Central,193,RAJAKUMAR NAIDU E V S,Tamil Telugu National Party,176,61.03,GEN,South
Madurai Central,193,SIVASANKAR S,IND,94,61.03,GEN,South
Madurai Central,193,SATHIYENDRAN N,IND,51,61.03,GEN,South
Madurai West,194,RAJU. K,AIADMK,83883,65.12,GEN,South
Madurai West,194,CHINNAMMAL. C,DMK,74762,65.12,GEN,South
Madurai West,194,VETRIKUMARAN. C,NTK,18224,65.12,GEN,South
Madurai West,194,MUNIYASAMY. V,MNM,15849,65.12,GEN,South
Madurai West,194,BALACHANDRAN. P,DMDK,3417,65.12,GEN,South
Madurai West,194,NAGAJOTHI. K,Tamil Nadu Ilangyar Katchi,2509,65.12,GEN,South
Madurai West,194,None Of The Above,NOTA,1774,65.12,GEN,South
Madurai West,194,RAMU. N,IND,368,65.12,GEN,South
Madurai West,194,KARTHIKEYAN. R,Akhil Bharat Hindu Mahasabha,318,65.12,GEN,South
Madurai West,194,VENKATESAN. M,IND,126,65.12,GEN,South
Madurai West,194,PREMKUMAR. M,IND,122,65.12,GEN,South
Madurai West,194,ARASU THIRUVALAVAN. K. K,IND,97,65.12,GEN,South
Madurai West,194,SULTHAN BADUSHA. J,Anna MGR Dravida Makkal Kalgam,79,65.12,GEN,South
Madurai West,194,ANBUMANIKANDANTAMILSOORIYAN.K,IND,73,65.12,GEN,South
Madurai West,194,SEBASTHIYAN. B,IND,49,65.12,GEN,South
Madurai West,194,SULTHAN BASHA. K,IND,44,65.12,GEN,South
Thiruparankundram,195,"RAJANCHELLAPPA, V.V.",AIADMK,103683,72.73,GEN,South
Thiruparankundram,195,PONNUTHAI,CPI(M),74194,72.73,GEN,South
Thiruparankundram,195,"REVATHY, R.",NTK,22722,72.73,GEN,South
Thiruparankundram,195,"BHARANIRAJAN, M.",MNM,16750,72.73,GEN,South
Thiruparankundram,195,"DAVID ANNADURAI, K.",AMMK,10190,72.73,GEN,South
Thiruparankundram,195,None Of The Above,NOTA,2073,72.73,GEN,South
Thiruparankundram,195,"ARUMUGAM, V.",IND,2005,72.73,GEN,South
Thiruparankundram,195,"SAVITHA, R.",Anna MGR Dravida Makkal Kalgam,592,72.73,GEN,South
Thiruparankundram,195,"MURUGAN, K.R.",IND,562,72.73,GEN,South
Thiruparankundram,195,"RAJAMANI, V.",Namadhu Makkal Katchi,538,72.73,GEN,South
Thiruparankundram,195,"PACKIYASELVI, K.",IND,402,72.73,GEN,South
Thiruparankundram,195,"UKKRA PANDIYAN, S.",IND,302,72.73,GEN,South
Thiruparankundram,195,"PILLAI, M.M.",IND,284,72.73,GEN,South
Thiruparankundram,195,"BALAMURUGAN, R.",IND,257,72.73,GEN,South
Thiruparankundram,195,"KARUNAKARAN, M.",IND,246,72.73,GEN,South
Thiruparankundram,195,"SEKAR, S.",IND,200,72.73,GEN,South
Thiruparankundram,195,"PALANIKUMAR, M.",Ambedkar Political Party,177,72.73,GEN,South
Thiruparankundram,195,"MURUGESAN, A.",My India Party,131,72.73,GEN,South
Thiruparankundram,195,"ILANGOVAN, P.",IND,114,72.73,GEN,South
Thiruparankundram,195,"RADHA (A) GUNASEKARAN, M.",IND,114,72.73,GEN,South
Thiruparankundram,195,"MOHIDEEN ABDUL KADAR, M.K.",IND,98,72.73,GEN,South
Thiruparankundram,195,"MANIKANDAN, S.",IND,82,72.73,GEN,South
Thiruparankundram,195,"SANKAR THAYAL SHARMA, M.",IND,80,72.73,GEN,South
Thiruparankundram,195,"RAMACHANDRAN, K.",IND,53,72.73,GEN,South
Thirumangalam,196,UDHAYAKUMAR R B,AIADMK,100338,78.13,GEN,South
Thirumangalam,196,MANIMARAN M,DMK,86251,78.13,GEN,South
Thirumangalam,196,ATHI NARAYANAN K,AMMK,13780,78.13,GEN,South
Thirumangalam,196,SARAL M,NTK,11593,78.13,GEN,South
Thirumangalam,196,RAMKUMAR M,MNM,2775,78.13,GEN,South
Thirumangalam,196,VEERANAN S,IND,1576,78.13,GEN,South
Thirumangalam,196,None Of The Above,NOTA,971,78.13,GEN,South
Thirumangalam,196,RAMANATHAN A,IND,684,78.13,GEN,South
Thirumangalam,196,MUTHUVELRAJ P,IND,503,78.13,GEN,South
Thirumangalam,196,RAMANATHAN M,IND,433,78.13,GEN,South
Thirumangalam,196,RAJANBABU P,IND,278,78.13,GEN,South
Thirumangalam,196,MUTHURAJA M,IND,190,78.13,GEN,South
Thirumangalam,196,RAMAMOORTHI R,IND,165,78.13,GEN,South
Thirumangalam,196,BALAMURUGAN N R,IND,131,78.13,GEN,South
Thirumangalam,196,ARUMUGAM K,LJP,122,78.13,GEN,South
Thirumangalam,196,NIRMAL M,My India Party,122,78.13,GEN,South
Thirumangalam,196,MARIKANNAN A,National Democratic Party of South India,98,78.13,GEN,South
Thirumangalam,196,THIRALIPANDI N,IND,82,78.13,GEN,South
Thirumangalam,196,JEGADEESH KUMAR R,IND,75,78.13,GEN,South
Thirumangalam,196,ALAGARSAMY M,IND,71,78.13,GEN,South
Thirumangalam,196,VAIRASEEMAN G,IND,64,78.13,GEN,South
Thirumangalam,196,DURAIPANDI B,IND,62,78.13,GEN,South
Thirumangalam,196,KALI A,IND,45,78.13,GEN,South
Thirumangalam,196,CHANDRASEKARAN R,IND,44,78.13,GEN,South
Thirumangalam,196,VEERAMANI V,IND,42,78.13,GEN,South
Usilampatti,197,AYYAPPAN P,AIADMK,71255,73.82,GEN,South
Usilampatti,197,KATHIRAVAN P V,DMK,63778,73.82,GEN,South
Usilampatti,197,MAHENDRAN I,AMMK,55491,73.82,GEN,South
Usilampatti,197,IYNDHUKOVILAN G,NTK,15357,73.82,GEN,South
Usilampatti,197,ARUMUGAM K,IND,1247,73.82,GEN,South
Usilampatti,197,THIRUSELVAM C,Puthiya Tamilagam,1161,73.82,GEN,South
Usilampatti,197,None Of The Above,NOTA,1032,73.82,GEN,South
Usilampatti,197,ARASUMAYAN M,All India Jananayaka Makkal Kazhagam,967,73.82,GEN,South
Usilampatti,197,KATHIRAVAN A,IND,528,73.82,GEN,South
Usilampatti,197,Dhanasekaran T,IND,478,73.82,GEN,South
Usilampatti,197,BHARATH V,My India Party,378,73.82,GEN,South
Usilampatti,197,ARUNKUMAR M,IND,362,73.82,GEN,South
Usilampatti,197,MAHENDRAN A,IND,247,73.82,GEN,South
Usilampatti,197,ALAGUMURUGESAN K,IND,158,73.82,GEN,South
Usilampatti,197,ANANTHA KUMAR N,IND,74,73.82,GEN,South
Andipatti,198,A.MAHARAJAN,DMK,93541,74.85,GEN,South
Andipatti,198,A.LOGIRAJAN,AIADMK,85003,74.85,GEN,South
Andipatti,198,R.JEYAKUMAR,AMMK,11896,74.85,GEN,South
Andipatti,198,JEYAKUMAR,NTK,11216,74.85,GEN,South
Andipatti,198,S.GUNASEKARAN,MNM,3010,74.85,GEN,South
Andipatti,198,None Of The Above,NOTA,1333,74.85,GEN,South
Andipatti,198,C.KANIVEL,Anaithu Makkal Puratchi Katchi,650,74.85,GEN,South
Andipatti,198,VELMANI,IND,572,74.85,GEN,South
Andipatti,198,M.RAGHUNATHAN,IND,457,74.85,GEN,South
Andipatti,198,S.KAMATCHI,BSP,392,74.85,GEN,South
Andipatti,198,P.PANDIDURAI,IND,227,74.85,GEN,South
Andipatti,198,P.PANIVURAJA,IND,156,74.85,GEN,South
Andipatti,198,MARIYAMMAL,IND,149,74.85,GEN,South
Andipatti,198,V.JEYAKODI,IND,145,74.85,GEN,South
Andipatti,198,BALAMURUGAN,National Democratic Party of South India,127,74.85,GEN,South
Andipatti,198,M.EASWARAN,IND,127,74.85,GEN,South
Andipatti,198,S.GOVINDHARAJ,All India MGR Makkal Munnetra Kazhagam,115,74.85,GEN,South
Andipatti,198,A.VELUCHAMY,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,115,74.85,GEN,South
Andipatti,198,M.DIVAKAR,IND,115,74.85,GEN,South
Andipatti,198,M.KUMARAN,My India Party,109,74.85,GEN,South
Andipatti,198,K.KASENDRAN @ GAJENDRAN,IND,85,74.85,GEN,South
Periyakulam,199,K.S.SARAVANAKUMAAR,DMK,92251,69.94,SC,South
Periyakulam,199,M Murugan,AIADMK,70930,69.94,SC,South
Periyakulam,199,Dr.K.Kathirkamu,AMMK,16424,69.94,SC,South
Periyakulam,199,Vimala,NTK,11794,69.94,SC,South
Periyakulam,199,S.PANDIYARAJAN,MNM,5680,69.94,SC,South
Periyakulam,199,None Of The Above,NOTA,2451,69.94,SC,South
Periyakulam,199,MADHU BHARATHI,IND,628,69.94,SC,South
Periyakulam,199,MURUGAN,IND,339,69.94,SC,South
Periyakulam,199,S.Chinnamuthu,My India Party,301,69.94,SC,South
Periyakulam,199,M.RAJENDRAN,IND,242,69.94,SC,South
Periyakulam,199,A.Murugesan,SUCI,202,69.94,SC,South
Periyakulam,199,"A.C.MOHAN RAJ B.P.T.,",IND,149,69.94,SC,South
Periyakulam,199,M.Muneeswaran,IND,143,69.94,SC,South
Periyakulam,199,P.RAMAIYA,IND,112,69.94,SC,South
Periyakulam,199,M.Muniyappan,IND,94,69.94,SC,South
Periyakulam,199,C.MAYAZHAKU,IND,57,69.94,SC,South
Bodinayakanur,200,O.PANNEERSELVAM,AIADMK,100050,76.3,GEN,South
Bodinayakanur,200,THANGATAMILSELVAN,DMK,89029,76.3,GEN,South
Bodinayakanur,200,M.PREM CHANDAR,NTK,11114,76.3,GEN,South
Bodinayakanur,200,M.MUTHUSAMY,AMMK,5649,76.3,GEN,South
Bodinayakanur,200,P.GANESH KUMAR,MNM,4128,76.3,GEN,South
Bodinayakanur,200,None Of The Above,NOTA,1403,76.3,GEN,South
Bodinayakanur,200,K.I.M HAKKEEM,AITC,559,76.3,GEN,South
Bodinayakanur,200,TAMILSELVAN,IND,443,76.3,GEN,South
Bodinayakanur,200,G.SENTHIL KUMAR,IND,402,76.3,GEN,South
Bodinayakanur,200,N.SALEEM,IND,354,76.3,GEN,South
Bodinayakanur,200,M.ANANTHARAJ,IND,270,76.3,GEN,South
Bodinayakanur,200,P.KUMARAGURUBARAN,IND,219,76.3,GEN,South
Bodinayakanur,200,ARUN KUMAR,My India Party,143,76.3,GEN,South
Bodinayakanur,200,P.NAGENDHREN,IND,135,76.3,GEN,South
Bodinayakanur,200,N.KRISHNAN,IND,126,76.3,GEN,South
Bodinayakanur,200,P.MANIMARAN,IND,117,76.3,GEN,South
Bodinayakanur,200,S.KRISHNAVENI,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,100,76.3,GEN,South
Bodinayakanur,200,C.ANBAZHAKAN,IND,94,76.3,GEN,South
Bodinayakanur,200,THENI.T.KARNAN,Anna Dravidar Kazhagam,80,76.3,GEN,South
Bodinayakanur,200,P.KARUPPIAH,Bahujan Dravida Party,77,76.3,GEN,South
Bodinayakanur,200,V.RAMPRAKAASH,IND,71,76.3,GEN,South
Bodinayakanur,200,V.NANDHAGOPAL,IND,68,76.3,GEN,South
Bodinayakanur,200,T.RAJA MOHAMED,IND,62,76.3,GEN,South
Bodinayakanur,200,A.ABTHAHIR,IND,54,76.3,GEN,South
Bodinayakanur,200,RAJA MOHAMED,IND,48,76.3,GEN,South
Cumbum,201,N.Ramakrishnan,DMK,104800,69.51,GEN,South
Cumbum,201,Syedukhan.S.P.M,AIADMK,62387,69.51,GEN,South
Cumbum,201,Suresh.P,AMMK,14536,69.51,GEN,South
Cumbum,201,Anish Fathima. A,NTK,12347,69.51,GEN,South
Cumbum,201,Venkidesh.N,MNM,4647,69.51,GEN,South
Cumbum,201,None Of The Above,NOTA,1659,69.51,GEN,South
Cumbum,201,MUTHU MUNEESWARAN.M,IND,451,69.51,GEN,South
Cumbum,201,SARAVANAN.S.R,IND,321,69.51,GEN,South
Cumbum,201,KATHIRAVAN.S,New Generation People’s Party,236,69.51,GEN,South
Cumbum,201,Prakash.P,IND,155,69.51,GEN,South
Cumbum,201,Pandi Selvam.R,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,151,69.51,GEN,South
Cumbum,201,MUTHUSELVAM.G,IND,136,69.51,GEN,South
Cumbum,201,RADHAKRISHNAN.K,Anaithu Makkal Puratchi Katchi,122,69.51,GEN,South
Cumbum,201,Lal Bahdur Sasthri.V,My India Party,120,69.51,GEN,South
Cumbum,201,MARIMUTHU.G,IND,106,69.51,GEN,South
Cumbum,201,THAVIDHU RAJA. A,IND,101,69.51,GEN,South
Rajapalayam,202,THANGAPANDIAN S.,DMK,74158,73.89,GEN,South
Rajapalayam,202,RAJENTHRABHALAJI K.T,AIADMK,70260,73.89,GEN,South
Rajapalayam,202,JEYARAJ V.,NTK,15593,73.89,GEN,South
Rajapalayam,202,KALIMUTHU K.,AMMK,7660,73.89,GEN,South
Rajapalayam,202,VIVEKANANTHAN S.,MNM,4059,73.89,GEN,South
Rajapalayam,202,AYYAR V.K.,Puthiya Tamilagam,3388,73.89,GEN,South
Rajapalayam,202,None Of The Above,NOTA,1875,73.89,GEN,South
Rajapalayam,202,MANIKUMAR M.,IND,548,73.89,GEN,South
Rajapalayam,202,JEYAPRAKASH I.,IND,336,73.89,GEN,South
Rajapalayam,202,THANGAPANDI S.,IND,264,73.89,GEN,South
Rajapalayam,202,VIJAYAKUMAR E.,IND,140,73.89,GEN,South
Rajapalayam,202,KALIMUTHU K.,IND,120,73.89,GEN,South
Rajapalayam,202,THANGAPANDI B.,IND,112,73.89,GEN,South
Rajapalayam,202,DHARMALINGAM K.,RPI(A),109,73.89,GEN,South
Rajapalayam,202,SELVARAJ G.,IND,86,73.89,GEN,South
Srivilliputhur,203,"MANRAJ, E.M.",AIADMK,70475,73.14,SC,South
Srivilliputhur,203,"MADHAVARAO, P.S.W.",INC,57737,73.14,SC,South
Srivilliputhur,203,"SANGEETHAPRIYA, S.",AMMK,23682,73.14,SC,South
Srivilliputhur,203,"ABINAYA, B.",NTK,20348,73.14,SC,South
Srivilliputhur,203,"SHANTHI, S.",Puthiya Tamilagam,4985,73.14,SC,South
Srivilliputhur,203,"GURUVAIYA, K.",MNM,3512,73.14,SC,South
Srivilliputhur,203,None Of The Above,NOTA,1666,73.14,SC,South
Srivilliputhur,203,"IRULANDI, Dr. V.",Tamil Nadu Ilangyar Katchi,942,73.14,SC,South
Srivilliputhur,203,"MUTHULAKSHMI,R.",IND,363,73.14,SC,South
Srivilliputhur,203,"KANNAN, A.",IND,238,73.14,SC,South
Srivilliputhur,203,"PANDIYARAJ, K.",Anaithu Makkal Puratchi Katchi,209,73.14,SC,South
Srivilliputhur,203,"PRABHAKARAN, P.",IND,202,73.14,SC,South
Srivilliputhur,203,"MAHALAKSHMI, M.",IND,191,73.14,SC,South
Srivilliputhur,203,"VEERAPANDI, K.",My India Party,177,73.14,SC,South
Srivilliputhur,203,"THAMARAISELVAM, K.",IND,164,73.14,SC,South
Srivilliputhur,203,"GURUVAIYA, G.",IND,148,73.14,SC,South
Sattur,204,"RAGHURAMAN,  A.R.R.",DMK,74174,75.17,GEN,South
Sattur,204,"RAVICHANDHRAN, R.K.",AIADMK,62995,75.17,GEN,South
Sattur,204,"RAJAVARMAN, M.S.R.",AMMK,32916,75.17,GEN,South
Sattur,204,"PANDI, K.",NTK,12626,75.17,GEN,South
Sattur,204,"BHARATHI, M.",IJK,1751,75.17,GEN,South
Sattur,204,"MARIKANNAN, G.",Puthiya Tamilagam,1599,75.17,GEN,South
Sattur,204,None Of The Above,NOTA,1297,75.17,GEN,South
Sattur,204,"SARAVANAKUMAR, M.",IND,635,75.17,GEN,South
Sattur,204,"SUBRAMANIAN, S.",IND,551,75.17,GEN,South
Sattur,204,"ANGUSAMY,  S.",Anaithu Makkal Puratchi Katchi,414,75.17,GEN,South
Sattur,204,"SENTHUR PANDIAN, R.",IND,406,75.17,GEN,South
Sattur,204,"CHELLAPANDIAN,  P.",IND,369,75.17,GEN,South
Sattur,204,"RAGU, B.",IND,332,75.17,GEN,South
Sattur,204,"RAMESH, A.",IND,210,75.17,GEN,South
Sattur,204,"RAJKUMAR, R.",My India Party,188,75.17,GEN,South
Sattur,204,"JEYAGANESH, K.",Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,166,75.17,GEN,South
Sattur,204,"BALAMURUGAN, K.",IND,157,75.17,GEN,South
